,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_specific_humidity_g_per_kg,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm,iq,sj,month_01,month_02,month_03,month_04,month_05,month_06,month_07,month_08,month_09,month_10,month_11,month_12
0,-0.12220735270011537,-0.2538460609233984,-0.09513954185449526,-0.32850180548887103,-0.8145979486422372,-0.8081982656735669,-1.1901463563988375,-1.9263037343080673,-1.171084773569366,0.12208646598684443,-0.21473304264877707,-1.2696812042036871,-0.8145979486422372,-1.842235712852153,-0.6982438465054754,-1.4092622063324474,-0.6196430315990497,-1.6257995546551005,-1.33694106411662,-0.5087353847441108,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1,0.2155134340921357,0.06473244211934487,-0.580535662626484,-0.5873074511472623,-0.5736401584862236,-0.34008972015705985,-0.6349806450868455,-0.9014623455812265,-0.8374684036403011,0.31520212920350243,-0.5309140845730084,-0.7212574676588601,-0.5736401584862236,-0.946406276130057,-0.7698312135281437,-0.4058931784616185,-0.8626643234004535,-0.44587760300702056,0.0802110913693428,-0.6598296628874054,False,True,False,False,False,False,True,False,False,False,False,False,False,False
2,-0.7673040352937704,0.3198578957511066,-0.6498271002654614,-0.4077163770202438,-0.3020992641950237,0.07775213628192762,-0.2894183143497838,0.08718576008773982,-0.958783447250867,0.6628103229935001,-0.347412142745005,-0.0794725168677435,-0.3020992641950237,0.025643942488606367,-0.7897165932572814,-0.4058931784616185,-0.8101191792296621,-0.18937283090961013,0.46670713377460643,0.009885515909900399,False,True,False,False,False,False,True,False,False,False,False,False,False,False
3,-0.0791297454495088,0.9172443734983574,0.29549965452100657,0.35291097146964057,-0.7464810348865949,0.2285522049806242,-0.01183545869378783,0.004322190735927089,-0.685824599127085,0.5469409250635008,-0.6217655361643238,-0.3145392219413284,-0.7464810348865949,-0.09009872632217035,-0.7539229097459471,0.19161871451971607,-0.6787563187934886,0.37493766770468595,0.7887871691123253,-0.7537531330845886,False,True,False,False,False,False,True,False,False,False,False,False,False,False
4,0.4032947595178484,1.059202788743669,0.6131686023704909,0.48686052219328224,-0.9281261382349744,0.6181190489967976,0.3337268712502334,0.34530101684267783,-0.534180794613869,0.7400565882801589,-0.6599951073784912,-0.29770680175617553,-0.9281261382349744,0.2637162612625292,-0.5908627959686888,1.3528210726998782,0.5166457111517825,1.2470538928358768,1.1752832115175866,-0.7170004708335169,False,True,False,False,False,False,True,False,False,False,False,False,False,False
5,-0.1914651039027546,-0.34436544052657064,-0.006621010061560142,0.05337071347914127,-1.021728972103272,0.3898245004483255,-0.017500415611466657,0.3748271168109921,-0.7161533600297179,0.8173028535668176,-0.06631235440553901,-0.08671437206702694,-1.021728972103272,0.2797132154991191,-0.8613039602799497,0.14652347734484603,-0.6787563187934886,-0.18937283090961013,0.7887871691123253,-0.2290067887220654,False,True,False,False,False,False,False,True,False,False,False,False,False,False
6,-0.4799200676745716,-0.5125616332903596,-0.7267972830539754,-0.8499265946615666,2.398944887380752,0.6715274059583923,0.2260927032970594,0.81867106353837,-0.9284546863482169,1.0876647820701344,-0.2597090087830916,0.10176958877577381,2.398944887380752,0.7690318153516988,-0.9925474664900309,0.9018687005565986,-0.2583951654087681,0.682743394221577,0.46670713377460643,-0.40460284169940774,False,True,False,False,False,False,False,True,False,False,False,False,False,False
7,-0.2660778358684845,0.09787454906787475,-1.0747929075036688,-0.9601870849536777,-0.6547317224810358,0.6621024023061669,0.24875252779534263,0.7167583981210183,-0.4735232728085688,0.8173028535668176,-0.09082425594874052,0.018586116965422977,-0.6547317224810358,0.6457611680998927,-0.9050517956851661,0.8680472726951763,-0.39632616886399163,0.682743394221577,0.46670713377460643,-0.40460284169940774,False,True,False,False,False,False,False,True,False,False,False,False,False,False
8,0.3795543448014796,-0.4309491949296048,-0.18301717050896535,-0.6172108408048953,-0.5863831185425513,0.6139301579959848,0.27707730921134976,0.4919790594807642,-0.5645095555165018,0.9331722514968168,0.0488261188983062,-0.15972010145513618,-0.5863831185425513,0.4011018681736028,-0.8294873527155565,0.25926157032147873,-0.5014164572101716,-0.44587760300702056,-0.2418689439683761,0.4652101649092883,False,True,False,False,False,False,False,False,True,False,False,False,False,False
9,1.0844483125829807,0.6416122411921927,1.2849748271768493,0.8765915832010774,0.2685536561456124,0.7270302091534623,0.40170634633134417,0.6872322981527039,-0.5038520337112189,0.6628103229935001,-0.01458999335107733,-0.06694606464521488,0.2685536561456124,0.6109442676948593,-0.7578999856901043,0.7102139424647583,-0.6196430315990497,0.11843289560727731,1.1752832115175866,-0.5863243383852621,False,True,False,False,False,False,False,False,True,False,False,False,False,False
